T_s,Sa_EW_g,Sv_EW_cm_s,Sd_EW_cm,Sa_NS_g,Sv_NS_cm_s,Sd_NS_cm,Sa_VER_g,Sv_VER_cm_s,Sd_VER_cm,Sa_RotD50_approx_g,PSA_EW_g,PSA_NS_g,PSA_geo_mean_g
0.8100,9.11342005e-02,1.50520561e+00,1.50520561e+00,9.58650718e-02,1.58334240e+00,1.58334240e+00,3.29489225e-02,5.44196388e-01,5.44196388e-01,9.34697099e-02,9.23244052e-02,9.71170613e-02,9.46904162e-02
0.8200,9.15660368e-02,1.55016009e+00,1.55016009e+00,9.62871252e-02,1.63008539e+00,1.63008539e+00,3.36215533e-02,5.69193469e-01,5.69193469e-01,9.38969139e-02,9.27768400e-02,9.75603566e-02,9.51385390e-02
0.8300,9.05861382e-02,1.57145663e+00,1.57145663e+00,9.62669310e-02,1.67000504e+00,1.67000504e+00,3.45311117e-02,5.99033644e-01,5.99033644e-01,9.33833471e-02,9.17987873e-02,9.75556272e-02,9.46334416e-02
0.8400,8.77483329e-02,1.55938002e+00,1.55938002e+00,9.55652164e-02,1.69829425e+00,1.69829425e+00,3.52903470e-02,6.27146527e-01,6.27146527e-01,9.15734045e-02,8.89373375e-02,9.68601411e-02,9.28142395e-02
0.8500,8.37581526e-02,1.52436695e+00,1.52436695e+00,9.36669444e-02,1.70470324e+00,1.70470324e+00,3.56918683e-02,6.49578611e-01,6.49578611e-01,8.85740945e-02,8.49067860e-02,9.49514640e-02,8.97887723e-02
0.8600,7.91715743e-02,1.47523375e+00,1.47523375e+00,9.11818842e-02,1.69902638e+00,1.69902638e+00,3.56012303e-02,6.63371127e-01,6.63371127e-01,8.49647770e-02,8.02702595e-02,9.24472397e-02,8.61438559e-02
0.8700,7.39743226e-02,1.41086105e+00,1.41086105e+00,8.85696917e-02,1.68922842e+00,1.68922842e+00,3.49002677e-02,6.65628647e-01,6.65628647e-01,8.09437023e-02,7.50129885e-02,8.98132896e-02,8.20802245e-02
0.8800,6.86403228e-02,1.33961345e+00,1.33961345e+00,8.62137888e-02,1.68258461e+00,1.68258461e+00,3.36723508e-02,6.57163781e-01,6.57163781e-01,7.69268633e-02,6.96153297e-02,8.74384193e-02,7.80195770e-02
0.8900,6.56243347e-02,1.31023704e+00,1.31023704e+00,8.43303923e-02,1.68371693e+00,1.68371693e+00,3.33715086e-02,6.66286169e-01,6.66286169e-01,7.43917058e-02,6.65672458e-02,8.55420778e-02,7.54605892e-02
0.9000,6.13929860e-02,1.25365732e+00,1.25365732e+00,8.30741381e-02,1.69639087e+00,1.69639087e+00,3.41021393e-02,6.96372653e-01,6.96372653e-01,7.14154703e-02,6.22851551e-02,8.42813799e-02,7.24532872e-02
0.9100,5.67877759e-02,1.18572189e+00,1.18572189e+00,8.24240415e-02,1.72100402e+00,1.72100402e+00,3.63568032e-02,7.59125655e-01,7.59125655e-01,6.84154807e-02,5.76223257e-02,8.36353405e-02,6.94209107e-02
0.9200,5.22631709e-02,1.11554411e+00,1.11554411e+00,8.32776082e-02,1.77753939e+00,1.77753939e+00,3.78077383e-02,8.06996571e-01,8.06996571e-01,6.59723569e-02,5.30397931e-02,8.45150998e-02,6.69526953e-02
0.9300,4.89134649e-02,1.06703782e+00,1.06703782e+00,8.45404541e-02,1.84423374e+00,1.84423374e+00,3.85113798e-02,8.40118340e-01,8.40118340e-01,6.43052606e-02,4.96483302e-02,8.58105715e-02,6.52713688e-02
0.9400,4.65939846e-02,1.03858301e+00,1.03858301e+00,8.55091131e-02,1.90600380e+00,1.90600380e+00,3.85723871e-02,8.59781066e-01,8.59781066e-01,6.31206012e-02,4.73016439e-02,8.68078069e-02,6.40792632e-02
0.9500,4.44187071e-02,1.01143727e+00,1.01143727e+00,8.56429031e-02,1.95013384e+00,1.95013384e+00,3.80690912e-02,8.66853184e-01,8.66853184e-01,6.16777677e-02,4.51006158e-02,8.69576788e-02,6.26246346e-02
0.9600,4.25292314e-02,9.89067692e-01,9.89067692e-01,8.46099508e-02,1.96770471e+00,1.96770471e+00,3.70897111e-02,8.62565199e-01,8.62565199e-01,5.99866333e-02,4.31891124e-02,8.59227538e-02,6.09173824e-02
0.9700,4.08312050e-02,9.69620701e-01,9.69620701e-01,8.24399347e-02,1.95770532e+00,1.95770532e+00,3.57484746e-02,8.48920845e-01,8.48920845e-01,5.80182891e-02,4.14714423e-02,8.37326011e-02,5.89280217e-02
0.9800,4.27149360e-02,1.03554347e+00,1.03554347e+00,7.95191426e-02,1.92779240e+00,1.92779240e+00,3.41505699e-02,8.27916486e-01,8.27916486e-01,5.82808295e-02,4.33917247e-02,8.07790687e-02,5.92042491e-02
0.9900,4.42632361e-02,1.09526749e+00,1.09526749e+00,7.63996149e-02,1.89046309e+00,1.89046309e+00,3.23687872e-02,8.00946414e-01,8.00946414e-01,5.81523361e-02,4.49718275e-02,7.76226639e-02,5.90832722e-02
1.0000,4.52871444e-02,1.14354119e+00,1.14354119e+00,7.35427836e-02,1.85702154e+00,1.85702154e+00,3.04061857e-02,7.67783581e-01,7.67783581e-01,5.77108540e-02,4.60195686e-02,7.47321833e-02,5.86442055e-02
1.0100,4.56096948e-02,1.17502480e+00,1.17502480e+00,7.12107575e-02,1.83457501e+00,1.83457501e+00,2.85404796e-02,7.35277261e-01,7.35277261e-01,5.69903581e-02,4.63548325e-02,7.23741465e-02,5.79214247e-02
