time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.640000,3.26964148e-06,-6.41549491e-07,-2.90844881e-07,3.33296787e-09,-6.53975016e-10,-2.96477962e-10
0.645000,3.26969316e-06,-6.41972535e-07,-2.92896963e-07,3.33302055e-09,-6.54406254e-10,-2.98569789e-10
0.650000,3.26952917e-06,-6.42324214e-07,-2.94986483e-07,3.33285339e-09,-6.54764745e-10,-3.00699779e-10
0.655000,3.26920792e-06,-6.42656189e-07,-2.97145650e-07,3.33252591e-09,-6.55103149e-10,-3.02900764e-10
0.660000,3.26884442e-06,-6.43040344e-07,-2.99381951e-07,3.33215537e-09,-6.55494744e-10,-3.05180378e-10
0.665000,3.26854983e-06,-6.43531634e-07,-3.01676885e-07,3.33185507e-09,-6.55995549e-10,-3.07519760e-10
0.670000,3.26837997e-06,-6.44132614e-07,-3.03995881e-07,3.33168193e-09,-6.56608169e-10,-3.09883671e-10
0.675000,3.26831538e-06,-6.44790831e-07,-3.06308067e-07,3.33161609e-09,-6.57279134e-10,-3.12240639e-10
0.680000,3.26828261e-06,-6.45433451e-07,-3.08613776e-07,3.33158268e-09,-6.57934201e-10,-3.14591006e-10
0.685000,3.26820411e-06,-6.46016581e-07,-3.10960745e-07,3.33150266e-09,-6.58528625e-10,-3.16983430e-10
0.690000,3.26804095e-06,-6.46559446e-07,-3.13417898e-07,3.33133634e-09,-6.59082004e-10,-3.19488173e-10
0.695000,3.26779656e-06,-6.47138807e-07,-3.16009919e-07,3.33108722e-09,-6.59672586e-10,-3.22130396e-10
0.700000,3.26748724e-06,-6.47837558e-07,-3.18669124e-07,3.33077191e-09,-6.60384870e-10,-3.24841105e-10
0.705000,3.26712099e-06,-6.48675859e-07,-3.21255373e-07,3.33039856e-09,-6.61239408e-10,-3.27477444e-10
0.710000,3.26671614e-06,-6.49576000e-07,-3.23632009e-07,3.32998588e-09,-6.62156983e-10,-3.29900111e-10
0.715000,3.26633652e-06,-6.50393113e-07,-3.25748651e-07,3.32959890e-09,-6.62989922e-10,-3.32057748e-10
0.720000,3.26608465e-06,-6.50995993e-07,-3.27689398e-07,3.32934215e-09,-6.63604478e-10,-3.34036083e-10
0.725000,3.26603794e-06,-6.51345552e-07,-3.29651189e-07,3.32929454e-09,-6.63960807e-10,-3.36035870e-10
0.730000,3.26618499e-06,-6.51517164e-07,-3.31837560e-07,3.32944444e-09,-6.64135743e-10,-3.38264587e-10
0.735000,3.26642276e-06,-6.51651150e-07,-3.34327420e-07,3.32968681e-09,-6.64272325e-10,-3.40802671e-10
0.740000,3.26661152e-06,-6.51872440e-07,-3.37031906e-07,3.32987922e-09,-6.64497900e-10,-3.43559537e-10
0.745000,3.26664516e-06,-6.52243880e-07,-3.39783543e-07,3.32991352e-09,-6.64876534e-10,-3.46364468e-10
0.750000,3.26650299e-06,-6.52776969e-07,-3.42475864e-07,3.32976859e-09,-6.65419948e-10,-3.49108934e-10
0.755000,3.26625872e-06,-6.53464719e-07,-3.45141160e-07,3.32951959e-09,-6.66121019e-10,-3.51825851e-10
