time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.920000,9.74690105e-07,-5.17278287e-06,5.97829920e-06,9.93567895e-10,-5.27296929e-09,6.09408685e-09
0.930000,9.87716978e-07,-5.17363236e-06,5.95556786e-06,1.00684707e-09,-5.27383523e-09,6.07091525e-09
0.940000,1.00010436e-06,-5.17616517e-06,5.92677629e-06,1.01947437e-09,-5.27641710e-09,6.04156604e-09
0.950000,1.01472891e-06,-5.17825906e-06,5.89555474e-06,1.03438217e-09,-5.27855154e-09,6.00973980e-09
0.960000,1.02995530e-06,-5.17931773e-06,5.87023739e-06,1.04990346e-09,-5.27963071e-09,5.98393210e-09
0.970000,1.04231458e-06,-5.18052256e-06,5.85082904e-06,1.06250212e-09,-5.28085887e-09,5.96414785e-09
0.980000,1.05324588e-06,-5.18285450e-06,5.82830722e-06,1.07364514e-09,-5.28323598e-09,5.94118983e-09
0.990000,1.06652875e-06,-5.18575191e-06,5.79772352e-06,1.08718527e-09,-5.28618952e-09,5.91001378e-09
1.000000,1.08070019e-06,-5.18615613e-06,5.76526084e-06,1.10163119e-09,-5.28660156e-09,5.87692237e-09
1.010000,1.09250976e-06,-5.18267195e-06,5.73890464e-06,1.11366948e-09,-5.28304989e-09,5.85005569e-09
1.020000,1.10523138e-06,-5.18115764e-06,5.71567282e-06,1.12663749e-09,-5.28150626e-09,5.82637392e-09
1.030000,1.12318375e-06,-5.18736003e-06,5.68644408e-06,1.14493756e-09,-5.28782877e-09,5.79657909e-09
1.040000,1.14125667e-06,-5.19439217e-06,5.65315960e-06,1.16336052e-09,-5.29499711e-09,5.76264995e-09
1.050000,1.15250936e-06,-5.19151256e-06,5.62567255e-06,1.17483115e-09,-5.29206173e-09,5.73463053e-09
1.060000,1.16208632e-06,-5.18474871e-06,5.60171718e-06,1.18459360e-09,-5.28516688e-09,5.71021119e-09
1.070000,1.17797554e-06,-5.18915634e-06,5.57188284e-06,1.20079056e-09,-5.28965988e-09,5.67979902e-09
1.080000,1.19424323e-06,-5.20145512e-06,5.53936376e-06,1.21737332e-09,-5.30219686e-09,5.64665011e-09
1.090000,1.20265786e-06,-5.20482317e-06,5.51116653e-06,1.22595093e-09,-5.30563014e-09,5.61790676e-09
1.100000,1.21095622e-06,-5.19874194e-06,5.48320257e-06,1.23441001e-09,-5.29943113e-09,5.58940120e-09
