time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
0.570000,1.89440595e-06,-3.77181165e-07,-5.84511215e-07,1.93109679e-09,-3.84486406e-10,-5.95832023e-10
0.575000,1.89573215e-06,-3.78637841e-07,-5.84079781e-07,1.93244868e-09,-3.85971296e-10,-5.95392234e-10
0.580000,1.89705172e-06,-3.80099234e-07,-5.83647050e-07,1.93379380e-09,-3.87460993e-10,-5.94951122e-10
0.585000,1.89838526e-06,-3.81557153e-07,-5.83239881e-07,1.93515317e-09,-3.88947149e-10,-5.94536066e-10
0.590000,1.89975602e-06,-3.83013690e-07,-5.82861814e-07,1.93655048e-09,-3.90431896e-10,-5.94150677e-10
0.595000,1.90117835e-06,-3.84481188e-07,-5.82493328e-07,1.93800036e-09,-3.91927816e-10,-5.93775054e-10
0.600000,1.90264204e-06,-3.85976449e-07,-5.82109601e-07,1.93949240e-09,-3.93452038e-10,-5.93383895e-10
0.605000,1.90410480e-06,-3.87513224e-07,-5.81700738e-07,1.94098349e-09,-3.95018577e-10,-5.92967113e-10
0.610000,1.90550494e-06,-3.89094320e-07,-5.81278572e-07,1.94241074e-09,-3.96630296e-10,-5.92536771e-10
0.615000,1.90679370e-06,-3.90703924e-07,-5.80865809e-07,1.94372446e-09,-3.98271075e-10,-5.92116013e-10
0.620000,1.90797035e-06,-3.92305712e-07,-5.80476421e-07,1.94492390e-09,-3.99903886e-10,-5.91719084e-10
0.625000,1.90909626e-06,-3.93855076e-07,-5.80102701e-07,1.94607162e-09,-4.01483258e-10,-5.91338125e-10
0.630000,1.91027413e-06,-3.95324463e-07,-5.79721173e-07,1.94727230e-09,-4.02981104e-10,-5.90949208e-10
0.635000,1.91159987e-06,-3.96725811e-07,-5.79316001e-07,1.94862372e-09,-4.04409593e-10,-5.90536188e-10
0.640000,1.91311453e-06,-3.98110976e-07,-5.78900354e-07,1.95016771e-09,-4.05821586e-10,-5.90112491e-10
0.645000,1.91478496e-06,-3.99545818e-07,-5.78512342e-07,1.95187050e-09,-4.07284218e-10,-5.89716964e-10
0.650000,1.91652415e-06,-4.01074808e-07,-5.78183431e-07,1.95364337e-09,-4.08842822e-10,-5.89381683e-10
0.655000,1.91823989e-06,-4.02701916e-07,-5.77904720e-07,1.95539234e-09,-4.10501444e-10,-5.89097574e-10
0.660000,1.91988477e-06,-4.04399520e-07,-5.77621315e-07,1.95706909e-09,-4.12231926e-10,-5.88808680e-10
0.665000,1.92147750e-06,-4.06132978e-07,-5.77262338e-07,1.95869266e-09,-4.13998958e-10,-5.88442750e-10
0.670000,1.92308232e-06,-4.07880571e-07,-5.76783353e-07,1.96032857e-09,-4.15780398e-10,-5.87954489e-10
0.675000,1.92475979e-06,-4.09640608e-07,-5.76187909e-07,1.96203852e-09,-4.17574524e-10,-5.87347512e-10
0.680000,1.92651938e-06,-4.11428109e-07,-5.75517422e-07,1.96383219e-09,-4.19396645e-10,-5.86664039e-10
0.685000,1.92830355e-06,-4.13263041e-07,-5.74828976e-07,1.96565092e-09,-4.21267116e-10,-5.85962258e-10
0.690000,1.93001556e-06,-4.15151857e-07,-5.74183491e-07,1.96739608e-09,-4.23192515e-10,-5.85304273e-10
0.695000,1.93157713e-06,-4.17070606e-07,-5.73642734e-07,1.96898790e-09,-4.25148426e-10,-5.84753042e-10
0.700000,1.93298083e-06,-4.18963804e-07,-5.73257378e-07,1.97041879e-09,-4.27078292e-10,-5.84360223e-10
0.705000,1.93430208e-06,-4.20766875e-07,-5.73041700e-07,1.97176563e-09,-4.28916285e-10,-5.84140367e-10
0.710000,1.93565979e-06,-4.22439717e-07,-5.72952796e-07,1.97314963e-09,-4.30621526e-10,-5.84049741e-10
0.715000,1.93715091e-06,-4.23984816e-07,-5.72892288e-07,1.97466963e-09,-4.32196551e-10,-5.83988061e-10
0.720000,1.93880275e-06,-4.25436733e-07,-5.72732123e-07,1.97635347e-09,-4.33676588e-10,-5.83824795e-10
0.725000,1.94056995e-06,-4.26838192e-07,-5.72358498e-07,1.97815489e-09,-4.35105191e-10,-5.83443933e-10
0.730000,1.94236945e-06,-4.28227245e-07,-5.71723087e-07,1.97998924e-09,-4.36521146e-10,-5.82796215e-10
0.735000,1.94412767e-06,-4.29641859e-07,-5.70874826e-07,1.98178152e-09,-4.37963159e-10,-5.81931525e-10
0.740000,1.94581455e-06,-4.31127735e-07,-5.69943332e-07,1.98350107e-09,-4.39477814e-10,-5.80981989e-10
0.745000,1.94744737e-06,-4.32734231e-07,-5.69076519e-07,1.98516551e-09,-4.41115424e-10,-5.80098388e-10
0.750000,1.94906347e-06,-4.34499288e-07,-5.68367742e-07,1.98681291e-09,-4.42914667e-10,-5.79375884e-10
0.755000,1.95068415e-06,-4.36433713e-07,-5.67811576e-07,1.98846498e-09,-4.44886558e-10,-5.78808946e-10
0.760000,1.95229857e-06,-4.38506355e-07,-5.67312733e-07,1.99011067e-09,-4.46999342e-10,-5.78300442e-10
0.765000,1.95387543e-06,-4.40630119e-07,-5.66747594e-07,1.99171808e-09,-4.49164239e-10,-5.77724357e-10
0.770000,1.95538993e-06,-4.42669853e-07,-5.66042876e-07,1.99326191e-09,-4.51243479e-10,-5.77005990e-10
0.775000,1.95685231e-06,-4.44496903e-07,-5.65220867e-07,1.99475261e-09,-4.53105915e-10,-5.76168060e-10
0.780000,1.95832181e-06,-4.46070089e-07,-5.64388408e-07,1.99625058e-09,-4.54709571e-10,-5.75319478e-10
0.785000,1.95988736e-06,-4.47477760e-07,-5.63684003e-07,1.99784644e-09,-4.56144506e-10,-5.74601430e-10
0.790000,1.96161693e-06,-4.48896134e-07,-5.63207211e-07,1.99960951e-09,-4.57590351e-10,-5.74115404e-10
0.795000,1.96350839e-06,-4.50490012e-07,-5.62954845e-07,2.00153761e-09,-4.59215099e-10,-5.73858149e-10
0.800000,1.96547476e-06,-4.52328004e-07,-5.62800339e-07,2.00354206e-09,-4.61088689e-10,-5.73700651e-10
0.805000,1.96737131e-06,-4.54364699e-07,-5.62548380e-07,2.00547534e-09,-4.63164831e-10,-5.73443813e-10
0.810000,1.96905515e-06,-4.56486847e-07,-5.62048232e-07,2.00719180e-09,-4.65328080e-10,-5.72933977e-10
0.815000,1.97046118e-06,-4.58584693e-07,-5.61286807e-07,2.00862505e-09,-4.67466557e-10,-5.72157805e-10
0.820000,1.97165889e-06,-4.60610008e-07,-5.60377692e-07,2.00984596e-09,-4.69531099e-10,-5.71231082e-10
0.825000,1.97284369e-06,-4.62596099e-07,-5.59443451e-07,2.01105371e-09,-4.71555657e-10,-5.70278747e-10
0.830000,1.97425231e-06,-4.64628979e-07,-5.58490807e-07,2.01248961e-09,-4.73627910e-10,-5.69307652e-10
0.835000,1.97604944e-06,-4.66780060e-07,-5.57400538e-07,2.01432155e-09,-4.75820652e-10,-5.68196267e-10
0.840000,1.97825525e-06,-4.69037112e-07,-5.56058017e-07,2.01657009e-09,-4.78121419e-10,-5.66827744e-10
0.845000,1.98075621e-06,-4.71282047e-07,-5.54513713e-07,2.01911948e-09,-4.80409834e-10,-5.65253530e-10
0.850000,1.98338370e-06,-4.73342335e-07,-5.53022941e-07,2.02179786e-09,-4.82510026e-10,-5.63733885e-10
0.855000,1.98599423e-06,-4.75095362e-07,-5.51915669e-07,2.02445895e-09,-4.84297005e-10,-5.62605167e-10
0.860000,1.98848993e-06,-4.76566889e-07,-5.51387502e-07,2.02700298e-09,-4.85797033e-10,-5.62066771e-10
0.865000,1.99078412e-06,-4.77958754e-07,-5.51362962e-07,2.02934161e-09,-4.87215856e-10,-5.62041755e-10
0.870000,1.99277269e-06,-4.79566382e-07,-5.51530716e-07,2.03136870e-09,-4.88854620e-10,-5.62212758e-10
0.875000,1.99436025e-06,-4.81609754e-07,-5.51528099e-07,2.03298700e-09,-4.90937568e-10,-5.62210090e-10
0.880000,1.99552937e-06,-4.84083821e-07,-5.51148403e-07,2.03417876e-09,-4.93459553e-10,-5.61823041e-10
0.885000,1.99639278e-06,-4.86751140e-07,-5.50441139e-07,2.03505889e-09,-4.96178533e-10,-5.61102078e-10
0.890000,1.99717408e-06,-4.89295266e-07,-5.49656788e-07,2.03585533e-09,-4.98771933e-10,-5.60302536e-10
0.895000,1.99812266e-06,-4.91516667e-07,-5.49076774e-07,2.03682228e-09,-5.01036358e-10,-5.59711288e-10
0.900000,1.99942294e-06,-4.93423628e-07,-5.48829679e-07,2.03814775e-09,-5.02980253e-10,-5.59459408e-10
0.905000,2.00114114e-06,-4.95165779e-07,-5.48807788e-07,2.03989922e-09,-5.04756145e-10,-5.59437092e-10
0.910000,2.00320047e-06,-4.96878140e-07,-5.48734694e-07,2.04199844e-09,-5.06501671e-10,-5.59362583e-10
0.915000,2.00538410e-06,-4.98562050e-07,-5.48329560e-07,2.04422437e-09,-5.08218195e-10,-5.58949603e-10
0.920000,2.00741116e-06,-5.00099504e-07,-5.47462616e-07,2.04629068e-09,-5.09785427e-10,-5.58065868e-10
0.925000,2.00909603e-06,-5.01393015e-07,-5.46229188e-07,2.04800819e-09,-5.11103991e-10,-5.56808550e-10
0.930000,2.01049359e-06,-5.02512526e-07,-5.44918981e-07,2.04943281e-09,-5.12245185e-10,-5.55472967e-10
0.935000,2.01189736e-06,-5.03715781e-07,-5.43885676e-07,2.05086377e-09,-5.13471744e-10,-5.54419650e-10
0.940000,2.01365440e-06,-5.05312651e-07,-5.43363408e-07,2.05265485e-09,-5.15099542e-10,-5.53887266e-10
0.945000,2.01590643e-06,-5.07470416e-07,-5.43325761e-07,2.05495049e-09,-5.17299099e-10,-5.53848889e-10
0.950000,2.01845146e-06,-5.10099963e-07,-5.43474661e-07,2.05754481e-09,-5.19979575e-10,-5.54000674e-10
0.955000,2.02086437e-06,-5.12906172e-07,-5.43376085e-07,2.06000446e-09,-5.22840134e-10,-5.53900189e-10
0.960000,2.02282291e-06,-5.15576528e-07,-5.42684735e-07,2.06200093e-09,-5.25562210e-10,-5.53195448e-10
0.965000,2.02439603e-06,-5.17975919e-07,-5.41348770e-07,2.06360451e-09,-5.28008073e-10,-5.51833609e-10
0.970000,2.02604945e-06,-5.20190428e-07,-5.39673845e-07,2.06528996e-09,-5.30265472e-10,-5.50126243e-10
0.975000,2.02834071e-06,-5.22382955e-07,-5.38186958e-07,2.06762560e-09,-5.32500464e-10,-5.48610559e-10
0.980000,2.03152086e-06,-5.24602345e-07,-5.37360561e-07,2.07086734e-09,-5.34762839e-10,-5.47768156e-10
0.985000,2.03532062e-06,-5.26729044e-07,-5.37347042e-07,2.07474069e-09,-5.36930728e-10,-5.47754375e-10
0.990000,2.03906048e-06,-5.28595788e-07,-5.37860520e-07,2.07855299e-09,-5.38833627e-10,-5.48277798e-10
0.995000,2.04200612e-06,-5.30154458e-07,-5.38258569e-07,2.08155568e-09,-5.40422486e-10,-5.48683556e-10
1.000000,2.04372619e-06,-5.31538656e-07,-5.37800374e-07,2.08330906e-09,-5.41833493e-10,-5.48216487e-10
1.005000,2.04422822e-06,-5.32996520e-07,-5.35997947e-07,2.08382081e-09,-5.43319592e-10,-5.46379151e-10
1.010000,2.04385468e-06,-5.34780970e-07,-5.32907058e-07,2.08344004e-09,-5.45138603e-10,-5.43228397e-10
1.015000,2.04309849e-06,-5.37062766e-07,-5.29172741e-07,2.08266921e-09,-5.47464593e-10,-5.39421754e-10
1.020000,2.04246401e-06,-5.39860880e-07,-5.25732435e-07,2.08202244e-09,-5.50316902e-10,-5.35914816e-10
1.025000,2.04236510e-06,-5.43004633e-07,-5.23294676e-07,2.08192161e-09,-5.53521543e-10,-5.33429843e-10
